5.103450424754572623e+02,1.652735329539202214e-01,9.862321068793480361e-01
5.104085089937116209e+02,1.023891980174294891e-01,9.947280725336390406e-01
5.104719755119659226e+02,3.909261886443440859e-02,9.992185605014386462e-01
5.105354420302202811e+02,-2.436133074120722108e-02,9.996854897751832336e-01
5.105989085484746397e+02,-8.771714343268238734e-02,9.961269810099139255e-01
5.106623750667289414e+02,-1.507197071110650544e-01,9.885573640978091436e-01
5.107258415849833000e+02,-2.131153322272288375e-01,9.770071204686386901e-01
5.107893081032376585e+02,-2.746527733371043611e-01,9.615227603479141738e-01
5.108527746214919603e+02,-3.350842408170246478e-01,9.421666354662364684e-01
5.109162411397463188e+02,-3.941663986638785366e-01,9.190166879734692484e-01
5.109797076580006774e+02,-4.516613443607899181e-01,8.921661365686400780e-01
5.110431741762549791e+02,-5.073375668626334267e-01,8.617231011088959391e-01
5.111066406945093377e+02,-5.609708788422556047e-01,8.278101672091529029e-01
5.111701072127636962e+02,-6.123453194419904433e-01,7.905638925861698807e-01
5.112335737310179979e+02,-6.612540238951437610e-01,7.501342571347813237e-01
5.112970402492723565e+02,-7.075000565141568165e-01,7.066840589515194226e-01
5.113605067675267151e+02,-7.508972036898844404e-01,6.603882587389832137e-01
5.114239732857810168e+02,-7.912707237086769041e-01,6.114332752313724750e-01
5.114874398040353753e+02,-8.284580503667275941e-01,5.600162344799810565e-01
5.115509063222896771e+02,-8.623094475475197029e-01,5.063441760236651046e-01
5.116143728405440356e+02,-8.926886121270126706e-01,4.506332191414300081e-01
5.116778393587983942e+02,-9.194732227776738487e-01,3.931076925476182926e-01
5.117413058770526959e+02,-9.425554324623809377e-01,3.339992310348737781e-01
5.118047723953070545e+02,-9.618423026350669813e-01,2.735458427047127161e-01
5.118682389135614130e+02,-9.772561774002799240e-01,2.119909505439415698e-01
5.119317054318157147e+02,-9.887349961263889320e-01,1.495824122068323547e-01
5.119951719500700733e+02,-9.962325432546484949e-01,8.657152195192635569e-02
5.120586384683243750e+02,-9.997186342997395059e-01,2.321199875407198299e-02
5.121221049865787336e+02,-9.991792372947746470e-01,-4.024103533429702895e-02
5.121855715048330921e+02,-9.946165291934877528e-01,-1.035320824565783837e-01
5.122490380230874507e+02,-9.860488870046862919e-01,-1.664062977248269570e-01
5.123125045413418093e+02,-9.735108136967268733e-01,-2.286105153486051034e-01
5.123759710595961678e+02,-9.570527991725367167e-01,-2.898942679886753471e-01
5.124394375778504127e+02,-9.367411168771185848e-01,-3.500107952314320814e-01
5.125029040961047713e+02,-9.126575568582989684e-01,-4.087180371248650412e-01
5.125663706143591298e+02,-8.848990963580104507e-01,-4.657796087750131209e-01
