5.062831853071795649e+02,-8.848978546096026854e-01,-4.657712317613446062e-01
5.063466518254339235e+02,-8.535754935152664036e-01,-5.209570353027779266e-01
5.064101183436882252e+02,-8.188161037392632791e-01,-5.740452777966699172e-01
5.064735848619425838e+02,-7.807596356265750215e-01,-6.248221829114309900e-01
5.065370513801969423e+02,-7.395593171695178381e-01,-6.730832799604704597e-01
5.066005178984512440e+02,-6.953810370442090605e-01,-7.186342275862939166e-01
5.066639844167056026e+02,-6.484026766363197858e-01,-7.612915966571951465e-01
5.067274509349599612e+02,-5.988133937512375438e-01,-8.008836092088116310e-01
5.067909174532142629e+02,-5.468128608958857662e-01,-8.372508304429142623e-01
5.068543839714686214e+02,-4.926104612022619844e-01,-8.702468109868896073e-01
5.069178504897229800e+02,-4.364244452328614465e-01,-8.997386768216254493e-01
5.069813170079772817e+02,-3.784810520642787335e-01,-9.256076645007083048e-01
5.070447835262316403e+02,-3.190135981906754292e-01,-9.477495995062409362e-01
5.071082500444859988e+02,-2.582615379190111304e-01,-9.660753158179984368e-01
5.071717165627403006e+02,-1.964694990417466536e-01,-9.805110150112567036e-01
5.072351830809946591e+02,-1.338862976739212396e-01,-9.909985634420460654e-01
5.072986495992490177e+02,-7.076393622551094276e-02,-9.974957263282128173e-01
5.073621161175033194e+02,-7.356588546159489872e-03,-9.999763377887971316e-01
5.074255826357576780e+02,5.608042366786654409e-02,-9.984304061612579995e-01
5.074890491540119797e+02,1.192916590798513699e-01,-9.928641541764682277e-01
5.075525156722663382e+02,1.820225853912342817e-01,-9.832999938331546952e-01
5.076159821905206968e+02,2.440206043474491826e-01,-9.697764360760119384e-01
5.076794487087749985e+02,3.050360689442008777e-01,-9.523479356437475341e-01
5.077429152270293571e+02,3.648232887372274136e-01,-9.310846717140515150e-01
5.078063817452837156e+02,4.231415192069862274e-01,-9.060722652309711744e-01
5.078698482635380174e+02,4.797559311956927641e-01,-8.774114340543663904e-01
5.079333147817923759e+02,5.344385565131396509e-01,-8.452175873216053459e-01
5.079967813000467345e+02,5.869692059039955945e-01,-8.096203606564552624e-01
5.080602478183010362e+02,6.371363556820803797e-01,-7.707630940973424494e-01
5.081237143365553948e+02,6.847379994619932075e-01,-7.288022548482356866e-01
5.081871808548097533e+02,7.295824615592408913e-01,-6.839068071776280844e-01
5.082506473730640550e+02,7.714891687855865987e-01,-6.362575320027170633e-01
5.083141138913184136e+02,8.102893775326285297e-01,-5.860462988991990141e-01
5.083775804095727722e+02,8.458268532168331522e-01,-5.334752934686834980e-01
5.084410469278270739e+02,8.779584993520127556e-01,-4.787562031741267043e-01
5.085045134460814324e+02,9.065549337169458433e-01,-4.221093649218776722e-01
5.085679799643357910e+02,9.315010092990184676e-01,-3.637628778229818338e-01
5.086314464825900927e+02,9.526962779177705620e-01,-3.039516847051028092e-01
5.086949130008444513e+02,9.700553946620968926e-01,-2.429166260734333394e-01
5.087583795190988099e+02,9.835084615133081742e-01,-1.809034703299207125e-01
5.088218460373531116e+02,9.930013087714653075e-01,-1.181619241541662924e-01
5.088853125556074701e+02,9.984957131521344786e-01,-5.494462703060715159e-02
5.089487790738618287e+02,9.999695516758447811e-01,8.493866029560641351e-03
5.090122455921161304e+02,9.974168907310959620e-01,7.189810947729177726e-02
5.090757121103704890e+02,9.908480099523611084e-01,1.350127957984596505e-01
5.091391786286248475e+02,9.802893608171412421e-01,1.975837835290601696e-01
5.092026451468791493e+02,9.657834601287247356e-01,2.593591205751956119e-01
5.092661116651335078e+02,9.473887188133692794e-01,3.200900587175087852e-01
5.093295781833878664e+02,9.251792067212346593e-01,3.795320552152209315e-01
5.093930447016421681e+02,8.992443543775566761e-01,4.374457574782968372e-01
5.094565112198965267e+02,8.696885928846190827e-01,4.935979668428430722e-01
5.095199777381508284e+02,8.366309334243270390e-01,5.477625775689402010e-01
5.095834442564051869e+02,8.002044880533736304e-01,5.997214872815463949e-01
5.096469107746595455e+02,7.605559337207727921e-01,6.492654751872247720e-01
5.097103772929138472e+02,7.178449216646368702e-01,6.961950445318434433e-01
5.097738438111682058e+02,6.722434345659147326e-01,7.403212259065028444e-01
5.098373103294225643e+02,6.239350940473499252e-01,7.814663381666863140e-01
5.099007768476768661e+02,5.731144213047767444e-01,8.194647039012938894e-01
5.099642433659312246e+02,5.199860538476029914e-01,8.541633165699218377e-01
5.100277098841855832e+02,4.647639215022771886e-01,8.854224566214605741e-01
5.100911764024398849e+02,4.076703849953476344e-01,9.131162541132777921e-01
5.101546429206942435e+02,3.489353405846615241e-01,9.371331955646042822e-01
5.102181094389486020e+02,2.887952943441816633e-01,9.573765730024272891e-01
5.102815759572029037e+02,2.274924098287680330e-01,9.737648733915029720e-01
